SK_ID_CURR,TARGET
100001,0.06518969193204055
100005,0.11703718214835365
100013,0.06775611612458209
100028,0.07134415278215211
100038,0.11838631061053106
100042,0.05400194455382447
100057,0.08043527123038546
100065,0.09995202748091953
100066,0.04869288405284268
100067,0.0848527981599883
100074,0.0638497692239299
100090,0.10838784909327462
100091,0.10506611566541017
100092,0.09187122340575425
100106,0.11899688048711686
100107,0.09165178196276459
100109,0.09383143479452662
100117,0.07360876418970887
100128,0.06702196069234431
100141,0.09096916281221831
100150,0.07172410929554665
100168,0.05349803112556579
100169,0.040226451921296105
100170,0.08125065233709435
100171,0.09606262017653767
100172,0.1165966639967642
100184,0.06836297173621554
100187,0.05839294853766667
100212,0.07552738595189887
100222,0.0870038306955046
100223,0.05629676341236929
100232,0.06513185967097353
100241,0.12480657392766589
100245,0.0693720725578465
100253,0.05800921949609991
100256,0.0928465948472067
100271,0.05348054935347713
100278,0.10898811535755665
100280,0.06352383352684692
100306,0.1309316335041728
100311,0.10254441687549018
100312,0.05726641973973861
100330,0.0794195066543975
100331,0.09096844244660018
100352,0.08090260353991689
100358,0.09809156117930637
100367,0.08327876225241367
100382,0.07646939656497188
100384,0.07106894622282206
100385,0.09055099669966667
100386,0.0747653354740329
100399,0.06478434061156078
100404,0.06751010415959062
100416,0.06040291711967326
100422,0.12085675353015657
100426,0.07571386634122419
100438,0.06634234729825153
100444,0.0953484459178329
100445,0.11189608001878651
100446,0.09660878634654523
100447,0.0603974726688874
100450,0.06698447099663168
100466,0.07853232474446614
100483,0.06693597607405694
100484,0.04966972774426199
100494,0.08280588724752068
100510,0.10763936239059155
100512,0.05641130901024594
100517,0.06935866972417491
100548,0.052084004853766415
100551,0.06617214692792531
100552,0.11686559426928467
100553,0.07987270276153287
100561,0.08993526488367959
100568,0.12550679742674228
100569,0.06043599700222391
100591,0.08945412488118604
100592,0.049731550464350634
100602,0.08762828294114466
100607,0.08065440348943809
100613,0.07582463177005763
100617,0.0665303575324279
100618,0.09201229636567186
100622,0.13893849814378664
100625,0.09376263032713911
100677,0.08156362009087594
100699,0.07807300190535599
100702,0.13321980962639404
100711,0.06605021120449268
100729,0.12723878698451938
100740,0.10846535190300712
100744,0.10155364453973868
100745,0.09281557780683847
100747,0.09682448321643601
100751,0.09955817074883626
100752,0.07825877588707342
100753,0.13288733872492928
100754,0.09770182226011935
100760,0.09500508597020749
100762,0.08607019523307959
100763,0.07693752541076763
100765,0.07527498598024825
100770,0.08977923193820518
100772,0.07537873225528488
100777,0.07962556816178314
100791,0.06660401456842888
100792,0.06317396215848954
100797,0.08613958775518242
100823,0.09119155090666693
100826,0.0915097338790908
100830,0.06063103810972503
100836,0.11193006600139438
100872,0.082263049917
100910,0.0868610159116488
100913,0.05999942440504667
100918,0.0862189942860401
100931,0.05574484987631974
100952,0.1066550972877843
100953,0.07131827958493593
100965,0.09619942908254087
100970,0.07292816170621153
100982,0.1045683524646636
100983,0.08334285448477313
100984,0.06660795688101276
100987,0.10676365999896963
100997,0.07681638411749643
100998,0.11640749837985238
101002,0.09353870345739015
101005,0.12296776500475137
101008,0.11627028154744037
101020,0.09659132628056939
101021,0.09266437286954086
101024,0.07606947632902292
101025,0.12260692739412597
101026,0.07704374383055745
101031,0.0708546851431785
101041,0.06097264016084684
101051,0.05192434934635192
101055,0.08838426236411275
101056,0.10329167742329011
101057,0.09843382521470743
101064,0.06456695123550868
101079,0.07977841831513695
101087,0.0800843154017618
101090,0.05716852935116892
101092,0.08440297281710474
101097,0.09462574871171857
101099,0.053914873700370215
101107,0.09185056207805586
101118,0.09213103089051336
101125,0.0847774002693034
101126,0.06996051238067719
101128,0.10117044702132133
101136,0.11356607324047621
101140,0.09459139138465172
101149,0.07037841881752625
101160,0.06657051537691157
101169,0.11123814789256074
101181,0.0740599607355019
101186,0.05432471070187713
101190,0.1010853690213156
101193,0.1078823825278455
101194,0.07939303067358618
101198,0.09012406162511474
101200,0.0628811175465213
101204,0.09423697286645963
101211,0.07002857858114173
101213,0.073629348964202
101223,0.07675009783152162
101225,0.09608055178746194
101237,0.07226215948722667
101243,0.07424233974574342
101244,0.10888417905121987
101258,0.06402559028464519
101259,0.13258128815941142
101268,0.09946959119573281
101269,0.06784109846838048
101271,0.10654713982443144
101279,0.05914652101817984
101281,0.07724820131403412
101287,0.07342877858205407
101292,0.060821000288781735
101294,0.07166603629962667
101296,0.0598130574914417
101297,0.07516332731090185
101299,0.06247409125110772
101301,0.07627507679978339
101305,0.06914559727020453
101308,0.059109633503509874
101318,0.05301153899013884
101327,0.10078955393090827
101329,0.10429930196322701
101332,0.055852128755441835
101337,0.08400161039244401
101343,0.06202772125863814
101345,0.06781900565641436
101346,0.08645724191677807
101353,0.04715296628211036
101354,0.1025661780879598
101355,0.09169763111786475
101356,0.052561664587299745
101362,0.10253398364761689
101363,0.1283870141721206
101365,0.06997115934434278
101366,0.09335016803789127
101367,0.12026873719087343
101368,0.0513199188677188
101374,0.10721656792666613
101380,0.06451527401548282
101383,0.05595725200949422
101398,0.05038812089761946
101399,0.11931503542455897
101401,0.10567336981650935
101412,0.0942951181148305
101426,0.1048750770881599
101427,0.1287698030699632
101428,0.0934727839416339
101429,0.08374646919281897
101434,0.07363461269666882
101440,0.08904250345870222
101448,0.09242243066444486
101449,0.07893406188909263
101465,0.07334610386289764
101467,0.07458792571835945
101472,0.12943703934589673
101478,0.07478914406009357
101497,0.07634132866561796
101504,0.06763637653511212
101547,0.07577028085929333
101548,0.0938731642793817
101555,0.07458517223201425
101570,0.0862210096144555
101572,0.06951770025865069
101578,0.07578038714734717
101580,0.10007881088034444
101588,0.08977740825605514
101602,0.07721515667761965
101610,0.09105772339634784
101614,0.10801320342608212
101616,0.09108247750951858
101643,0.0937715670016508
101644,0.08888172222761011
101649,0.08272945055939986
101650,0.09155233900567063
101665,0.05339702979328417
101667,0.10662019136746945
101669,0.05387853577222139
101674,0.09948606634527944
101675,0.07723792858316517
101678,0.09357526160564482
101682,0.08223120096810518
101686,0.08715845109213173
101697,0.1318509735140162
101700,0.08967675057428047
101711,0.06038463173427232
101714,0.04693360666281387
101715,0.10424372262088644
101728,0.08154733506127218
101732,0.06876080557409768
101757,0.074930161142011
101758,0.09890550697235657
101759,0.09296810638828323
101762,0.047594244866027424
101764,0.07498233156740265
101780,0.10747535676596989
101784,0.08885903700451799
101789,0.06335408821578496
101816,0.07155343814908213
101819,0.06659309637219435
101827,0.04821669055858646
101863,0.09273683412133224
101867,0.10769185042846788
101870,0.06118098564336585
101873,0.10039482822472647
101878,0.07785301183296298
101879,0.05259772123402413
101880,0.06518527575882996
101887,0.0976387559195112
101897,0.05641867145942375
101901,0.06711140087722985
101903,0.13898908339842406
101920,0.07846766201428083
101921,0.07940856756321449
101922,0.06862048881913436
101961,0.11999180419154447
101962,0.0762033196023981
101971,0.08049656005949674
101976,0.11021181070104975
102002,0.09597237502154968
102005,0.06665226404744541
102007,0.12369929327015601
102017,0.06337393148157094
102019,0.1132904298797663
102029,0.05721640289305982
102051,0.08874941920329363
102052,0.06185191310691926
102054,0.07301166649896211
102062,0.1079462679311253
102067,0.08597597071702293
102068,0.08340279143216592
102070,0.06949433509219967
102090,0.06911373198454712
102092,0.12019824979631195
102099,0.11917455289664729
102100,0.0494148705642483
102112,0.09549797587346276
102113,0.08573595269380868
102122,0.09394958096652872
102123,0.06790494411435602
102125,0.06477169780724173
102126,0.08647703456176253
102146,0.08733839162560285
102147,0.0910007254551924
102151,0.08781991603151426
102158,0.07317071409127894
102159,0.06919837127716935
102162,0.06644483532082308
102165,0.07205203292926064
102166,0.09467328725455093
102174,0.07225896322706793
102193,0.11530376242087965
102198,0.07090297204088894
102205,0.08746993458100066
102206,0.08103238899795372
102218,0.08186612173657738
102221,0.08387043863359626
102230,0.07887772344011708
102238,0.08685748177752733
102248,0.05124205297785539
102252,0.09663672551239062
102259,0.06406808324730082
102262,0.08981511892452654
102273,0.05794875689810665
102286,0.06955534634176168
102293,0.08039277745812021
102294,0.06126819875191236
102296,0.07733390011748856
102298,0.09606689108548132
102303,0.06559031664531316
102309,0.09132906032641121
102315,0.061944956203184964
102340,0.06509832876546831
102342,0.06685005743954107
102344,0.07052395533940056
102346,0.11234702107514856
102347,0.056571002947399154
102374,0.09470389922990523
102380,0.09556684332032685
102387,0.08585478049064606
102393,0.07201015328139387
102403,0.07893807484368076
102413,0.08996516736284715
102414,0.05333984167008799
102415,0.07545260167465873
102416,0.08048520999232163
102439,0.08601651462698301
102441,0.07163613428797394
102443,0.07106077516917453
102444,0.07096241150291374
102445,0.1257791019449866
102448,0.06376582784119891
102449,0.08325865562941692
102450,0.12747559256848556
102456,0.07546945456040993
102458,0.08644172613987065
102459,0.07300131964518494
102465,0.0556213829898787
102470,0.1120354298552758
102471,0.0669704984617205
102475,0.11418383481387481
102476,0.10325962622466783
102506,0.07548261621315303
102509,0.062145110618605025
102519,0.07316027934739809
102522,0.06834236012434461
102545,0.07254238694102849
102549,0.10128107773227897
102562,0.05910379683371377
102563,0.0736923588113518
102568,0.1054799991848386
102582,0.09802754966425398
102592,0.057944034957823166
102597,0.08423345455473351
102605,0.09622154693277964
102614,0.08774203308467485
102617,0.08554187748554136
102634,0.06796673161464634
102652,0.07066717911881003
102655,0.047932321319139735
102671,0.05734923794629509
102694,0.07017217335169439
102701,0.10385413644835133
102703,0.05582701419731003
102704,0.06154570497233059
102713,0.0440577117011601
102720,0.09782061113453074
102731,0.06135440745140509
102733,0.07480473480431286
102749,0.10831910209708508
102755,0.06391529861842538
102763,0.06912504169888804
102770,0.10522196884974286
102772,0.09252473013076569
102799,0.09008836943141671
102838,0.07636748305442533
102854,0.06447763718010342
102862,0.11130952920995897
102863,0.08370337066937635
102867,0.06964178984270751
102868,0.066421779781653
102878,0.07595458224098384
102887,0.08777462707638825
102898,0.10910631042493127
102904,0.08017146499101527
102912,0.10872611825197498
102919,0.06103830508625068
102927,0.07663568293818558
102932,0.08446615954198716
102933,0.12674260302368168
102935,0.05537159084285847
102958,0.09182702999147983
102969,0.0916673571590082
102971,0.06875777680675113
102975,0.0642602381243451
102979,0.0849591777659385
102982,0.057059261564169086
102987,0.0937948134332386
102989,0.08019587787429398
102995,0.07506404063342262
102996,0.07221482119838461
103000,0.05618338985603117
103001,0.09444773297605286
103004,0.07131086407829085
103010,0.07648405409030942
103025,0.09609802245666761
103029,0.08977369851193119
103046,0.09206106558123348
103056,0.06405067965021659
103062,0.08148129559188774
103078,0.09872210317668273
103083,0.05301936505231215
103092,0.08765683127476824
103096,0.08105452339139829
103097,0.0919535921134035
103102,0.12184473645894282
103112,0.08175424903633845
103132,0.05472992030460813
103144,0.0888715238597072
103145,0.07139928051128884
103146,0.0692385577425006
103147,0.09839681123246354
103158,0.0693970078923448
103171,0.10781631062715781
103173,0.06489582150579462
103184,0.08208006280440136
103195,0.09186486382179478
103196,0.0622555145679357
103206,0.0711454399766836
103230,0.08311167725372232
103231,0.10205874027564506
103232,0.08844391789942355
103239,0.09528599757343698
103240,0.08481615924620113
103243,0.07432084906294097
103252,0.09161993411931799
103258,0.08208880156876405
103259,0.08326273851977603
103279,0.06981039396600411
103280,0.05315537082306549
103286,0.07785090976655804
103287,0.11389641951291202
103290,0.08091741987367536
103298,0.0973342123244231
103315,0.04279156032448636
103319,0.06061674286165628
103334,0.11369170240787244
103336,0.087267094832094
103345,0.0860478877920705
103368,0.07764956609232797
103371,0.10619327933659616
103377,0.07352692224841086
103398,0.0659028868623654
103404,0.0584078739816014
103408,0.09181676579463799
103410,0.06909660080171903
103418,0.06132823614295692
103420,0.11285511289246286
103432,0.09369130021248452
103433,0.06746657450487296
103436,0.05606578912512085
103440,0.08671267657964853
103453,0.07839159811751154
103459,0.09321971308554071
103460,0.0687083016571593
103461,0.0602083472966752
103462,0.09603020507096685
103473,0.08687272723203884
103474,0.05792678378794332
103475,0.09428887529786165
103478,0.1018086090187036
103480,0.08830526024617694
103484,0.05996183399020314
103494,0.07719945977442934
103513,0.10579294701756434
103515,0.081115111723361
103516,0.1270363301355044
103525,0.09980780101119664
103541,0.11412271360415009
103544,0.06753111050633456
103562,0.11413275883411249
103570,0.1547516704078071
103572,0.12162840266091694
103574,0.06902091970417987
103575,0.08867542147337006
103591,0.09730615305713128
103594,0.06293695592911483
